0.421243,-0.880560,0.463182,0.046739,-0.866798,1.455185,-0.741770,-0.599074,0.420967,-1.445235
-0.402657,-0.421030,-1.458067,1.075661,-1.006419,-0.296645,0.355532,-0.347943,-0.671548,0.205634
0.476460,-1.078554,0.713640,0.724712,-1.197224,0.205343,0.849592,-0.263885,1.470494,-0.724788
-1.873283,-0.948773,-1.160950,-0.640863,-2.102319,-1.156234,-0.658800,-0.400090,-1.886231,-0.485879
0.704672,-1.902412,-0.521955,-0.341686,-1.487191,-0.638428,-0.876796,0.056690,-0.742808,-0.466456
1.078226,0.657074,-1.689350,0.556511,0.942476,1.884456,-0.734220,-1.162997,0.103079,1.993188
1.420190,-1.617711,0.033942,0.619508,-1.357167,0.325937,0.343931,0.409388,-0.153843,-0.231956
-0.230993,-0.175110,-0.709009,0.273778,-0.639618,0.511658,-1.081717,-0.233230,1.087241,-1.957812
-0.202339,1.400477,-0.069078,0.899931,0.813148,0.311633,0.964007,0.424753,-0.578883,2.303248
0.442835,-0.193182,-1.127627,0.004309,0.150392,-1.149219,0.319357,-0.751360,-0.634403,0.821962
1.611493,-0.933809,-0.469191,-0.188657,0.271845,0.551862,0.172420,-1.002407,1.118987,-1.114893
-1.525614,0.502939,-1.229667,0.283599,-0.522582,0.297300,0.333479,-1.169400,-1.366465,1.142106
0.759261,1.593431,0.288859,2.127269,1.040787,0.599317,1.963550,0.565799,2.130220,1.273016
-0.089455,-0.672485,0.105718,-0.137218,-0.312838,-0.959062,0.855073,-1.021151,0.768891,-1.125034
-0.466190,-0.090842,0.884858,1.539321,-1.460749,1.875582,-0.589989,1.563212,0.233168,-0.697245
-0.779257,1.616680,-0.143565,1.369258,0.616913,-0.133790,1.941495,-0.686597,1.714895,0.616249
0.400859,0.199761,-0.397319,-1.473543,1.292397,-1.522169,-0.287259,-0.065904,-0.508960,-0.507177
-1.472944,-0.481707,0.785844,-0.449123,-0.833219,-0.912252,1.192135,-0.273253,0.252516,-0.220474
-1.545372,-1.556459,-1.694934,0.770375,-2.617096,-0.478545,0.975785,-1.726445,0.283915,-0.910965
0.140372,1.377736,-1.024570,1.463040,-0.049852,0.466793,-1.077944,-0.026574,1.299322,-1.116827
-1.157413,0.365374,0.866115,-1.104828,1.126799,-0.098335,0.370655,-1.508028,1.589875,-1.251256
-0.786238,0.161193,-0.311164,-0.557075,-0.551972,0.799661,-1.144763,0.002000,-0.995008,0.149704
0.877664,1.220501,0.719688,1.391620,1.589820,1.172219,1.540301,0.523185,1.022636,1.774036
-0.889775,-0.139558,-0.225333,-1.155640,-0.335269,-1.531230,-0.715685,-1.093416,-0.278625,-1.371267
-1.285420,0.603367,-0.789062,0.737017,-0.119748,0.951207,0.550604,-0.988746,1.066311,0.277052
-0.820187,2.104215,-0.678197,1.933167,0.987087,0.706356,0.971037,-0.512146,2.077766,1.254877
-0.326145,-0.686311,-0.834435,-0.414343,-0.344123,0.173165,0.014850,-1.860749,0.359717,-0.205536
-0.370838,-0.484550,-0.933419,1.192982,-1.096907,0.006593,1.006098,-0.763406,-0.023587,0.958293
-0.879081,0.347143,-1.334724,0.474817,-0.794833,0.967039,-0.561942,-0.741872,0.237870,-0.553148
-0.127270,-3.286932,0.190483,-1.575176,-2.194322,-2.063224,-0.155671,-1.850650,0.071046,-2.962749
0.105443,0.905410,0.981707,1.724547,-0.033938,0.483096,1.472140,0.846799,1.757757,0.532192
2.130392,1.871701,1.747253,1.210375,2.077909,0.288265,-0.233221,2.283568,1.807742,0.671473
1.491191,0.434672,2.296966,-0.433608,1.058471,1.676818,-0.148509,1.730278,1.442416,-0.576303
0.016145,1.741450,0.059729,0.857543,1.380171,0.044729,0.407372,1.266904,0.437190,1.295561
-0.856247,-1.223015,-0.930228,-1.194479,-0.804263,0.029978,-1.041340,-2.045973,0.246389,-2.057055
-0.741867,0.296399,-0.818891,-0.177325,-0.029820,-2.778133,0.029667,0.107057,-1.147700,-0.542136
0.067782,1.332513,-0.354794,0.791034,0.676448,0.105359,0.784226,1.651641,-0.804563,1.401576
-1.155578,-2.466518,0.224703,-2.880533,-0.855745,-2.328349,-0.092927,-2.566432,-0.712925,-1.958262
-1.875521,-1.219743,-1.872989,-0.724481,-1.665535,-0.740635,-0.041920,-1.168586,-2.305793,0.952163
-1.409740,0.946501,-0.565173,0.525548,0.640235,-0.237498,0.548018,0.136013,-1.061027,2.339236
-2.300782,0.264895,-1.335359,0.373948,-1.746561,-0.129745,-1.006343,0.045484,-1.809597,-0.576405
-0.088701,1.649623,-0.336329,1.055077,0.785173,0.217353,0.705988,1.386903,0.523705,0.709117
0.225771,1.339194,0.911595,0.489509,0.409503,1.329545,-1.408344,1.474550,-0.195680,0.116885
1.043864,0.494287,0.155776,0.379617,0.598232,0.542747,0.950490,-0.400201,1.771423,0.355304
-2.257741,1.011630,-1.373963,0.075614,-0.762331,-0.191689,-1.257148,-0.739749,0.006229,-0.629610
-1.475210,2.133403,-0.311813,0.147030,0.535865,0.487909,-0.607946,0.595853,0.031196,-0.679695
1.898065,0.488442,1.563224,0.707667,1.348301,0.393075,-0.180431,1.229043,1.781437,-0.324917
0.938924,0.883878,1.748150,-0.800901,1.845799,0.458567,-1.301402,0.858399,-0.204497,-0.099580
1.382860,-0.701393,-0.338615,0.455759,-0.529583,-0.154733,0.579438,-0.217363,0.704320,-0.519170
0.615572,0.805218,0.583935,1.356248,0.187171,-0.208663,-0.251562,1.841868,0.340513,0.257054
0.465489,-0.402951,0.933813,-0.583342,1.222864,0.250575,1.667426,-1.232353,0.156859,1.295380
-0.964196,-1.302884,-0.544952,-0.268828,-2.343521,0.538556,-0.658517,-0.215362,-0.977662,-0.453030
0.273887,-1.306335,0.704344,-1.082144,-0.512699,0.371354,-0.375953,0.761430,-1.140075,0.529294
-1.861025,-0.294585,-0.344076,0.462391,-1.844853,0.205633,0.153052,-0.758032,-0.577332,-0.899368
-1.337262,-1.292534,-1.520263,-0.817171,-1.752760,-0.839517,-1.480048,-1.880769,-1.114252,-1.476203
-1.700207,1.349308,0.312111,0.188992,0.238814,0.410864,-1.217716,0.371467,-0.173723,0.007786
-0.300599,-0.132946,-0.609079,0.200849,-0.500867,-0.142911,0.130922,-0.289785,-0.635748,0.092126
-0.262294,-0.446004,-1.332207,-0.766760,0.319508,-3.470354,0.054210,-0.798686,-0.476162,-0.894960
-1.402103,0.923516,-1.109626,0.710042,-0.344061,0.138009,-0.355675,0.589546,-1.313219,1.254290
-2.186609,2.549649,0.683577,0.847711,0.702784,0.982554,0.605223,1.738197,-0.371624,2.237153
-1.566270,-0.516940,0.667915,-0.173542,-0.678066,1.253829,0.497035,-0.136034,-0.965303,1.282220
