0.214523,0.705155,0.708405,0.602018,-0.002369,-0.009237,-0.589177,-0.928896,0.018789,-0.215056,0.634524,-0.183629,-0.186787,0.591664,-0.147774,-0.720713,0.791121,0.789891
0.402823,-0.923528,0.148378,-0.706116,-0.634418,-0.356695,-0.915863,-0.427596,-0.830319,-0.635212,0.323791,0.140002,0.08398,-0.146471,0.8237,-0.703211,-0.24766,0.09714
0.377898,0.376981,-0.565078,-0.763288,0.267635,0.063268,-0.540521,0.842433,0.398585,0.364683,-0.722231,0.225178,-0.905462,0.823768,-0.348917,-0.63501,-0.445714,-0.141934
-0.01019,0.218018,0.393364,-0.020515,0.386793,0.222478,0.540508,0.091627,0.573359,-0.119999,-0.647368,-0.970895,0.894052,0.128882,0.36178,0.917711,0.068416,0.282412
-0.18539,0.834434,0.902709,0.185559,-0.815445,0.986719,-0.485476,-0.224113,0.114181,0.458222,0.572279,0.306069,-0.155241,-0.041036,0.254748,-0.576374,-0.507438,0.073966
-0.324234,0.365856,-0.944348,0.240551,-0.523991,0.62754,-0.879285,-0.808833,-0.865416,0.556714,-0.376635,0.310401,-0.346252,0.999386,-0.746642,0.131763,-0.58924,0.176565
0.49127,0.4308,-0.099522,0.150648,0.52101,0.690618,0.927885,0.340575,-0.874189,0.820069,0.549183,-0.721661,0.062082,0.294311,-0.04172,-0.123401,-0.038767,-0.536497
0.7203,0.895702,-0.055211,-0.333005,-0.371152,0.41396,0.873039,-0.626121,-0.948636,-0.94253,-0.18874,0.24889,-0.926396,0.005735,-0.967293,-0.340966,0.156321,0.813259
-0.177533,0.968764,-0.019988,0.226969,-0.607595,-0.278896,0.26986,-0.842521,-0.185223,-0.765415,0.221744,-0.356894,0.677535,-0.934091,-0.638886,-0.821949,-0.55637,0.646776
0.993873,0.810975,0.06061,0.10437,-0.378281,-0.140009,-0.115609,-0.172003,0.141756,0.844487,0.77288,0.831495,-0.757234,0.796995,0.102357,0.834897,0.988531,0.125047
-0.552464,-0.969493,-0.76094,0.506325,0.518849,0.466597,-0.707046,-0.055281,-0.377888,0.02877,-0.378252,-0.138481,-0.538025,0.640424,-0.632406,-0.382372,-0.381909,0.099963
0.465058,-0.103888,-0.825358,-0.730864,0.110484,-0.158021,0.069315,-0.889411,-0.753699,-0.030647,-0.764952,0.711094,-0.972401,-0.972926,-0.985567,0.006991,0.984468,0.138982
-0.491288,0.369024,0.224815,-0.389292,0.224901,-0.820834,-0.751153,-0.877135,-0.346285,0.107464,0.413756,-0.584193,-0.879591,0.947926,-0.017701,-0.778959,-0.17476,-0.630442
-0.325882,0.200354,-0.658515,-0.601214,0.624214,0.470411,0.840701,-0.660906,0.520282,-0.86036,-0.596772,0.21779,0.440751,0.130222,-0.205003,-0.355447,0.839052,0.739337
-0.949638,0.358178,0.774683,-0.767557,0.956502,-0.285614,0.066101,-0.385867,-0.746549,-0.578499,0.348211,0.30599,-0.140273,0.116791,0.977032,-0.617219,-0.431152,-0.687476
0.581014,-0.122741,-0.852871,0.670009,0.258,0.505916,0.041289,0.774362,-0.851903,-0.611834,0.752961,0.783585,0.553857,-0.079688,0.772197,0.281478,0.152832,-0.126347
-0.946781,-0.716124,-0.74461,0.230945,0.363863,0.947601,0.665754,-0.157947,0.690367,-0.435299,-0.790805,-0.991871,-0.764082,-0.692888,0.026402,-0.16139,-0.921299,0.221772
0.136051,0.724028,0.522441,-0.814423,-0.673782,-0.234358,0.783625,-0.631564,0.466843,0.234109,-0.716007,-0.06125,-0.52087,-0.605617,0.63225,0.848971,-0.340718,-0.113584
0.512626,0.489391,-0.553666,0.393823,-0.451228,0.584635,0.881411,-0.224359,0.810408,-0.014659,0.006608,0.536924,0.445544,0.058267,-0.592564,0.481934,-0.522809,-0.954824
0.647793,-0.293203,0.701532,0.48522,-0.610887,0.472488,0.77265,0.55493,0.562689,-0.732687,0.118217,0.792842,0.446657,0.963159,0.20387,-0.741657,-0.305845,0.806912
-0.849093,0.228173,0.281437,0.535112,-0.294691,0.249838,0.61821,-0.498369,0.083012,0.286959,-0.970222,0.469476,0.255756,-0.219975,0.425384,-0.183364,0.070283,0.044527
0.984483,-0.875781,0.519191,0.24237,-0.291963,-0.078217,0.730505,0.07241,-0.772987,0.065138,0.298917,0.731792,0.508512,0.365135,-0.120971,0.718868,-0.105364,-0.992373
-0.996195,-0.942043,0.693564,0.401388,0.667796,0.224761,0.29986,0.866278,0.892804,0.593832,-0.320637,-0.394999,-0.178042,0.02705,0.412699,-0.083067,0.473384,-0.738709
-0.905821,0.280037,-0.676888,0.846996,0.273624,-0.926733,0.014539,0.414393,-0.611879,-0.900645,0.010068,0.130572,0.269518,-0.716101,-0.670954,-0.891369,-0.875336,0.927498
