-0.219788,-1.812005,4.055809,7.206705,-9.617049,1.128760,-7.866616,-1.157891,8.977277,-9.818184
0.363321,-2.418383,5.225113,2.261817,2.475315,-8.572108,6.006994,-2.185124,-3.691643,7.439371
0.608789,-0.413723,7.698395,-0.229289,-3.439576,-3.641936,2.716645,-2.282573,9.153606,-3.634852
9.579051,-1.717993,9.144531,-3.030154,4.592023,-9.191203,-1.784161,-3.098370,-7.710780,-6.193372
7.235663,-4.873347,-2.093676,-8.206154,-6.647278,3.245743,0.563537,-0.300560,-7.803632,8.042902
4.078930,5.664133,-2.106646,-0.299612,9.404993,-7.288671,-7.288730,-1.360197,0.850754,-7.163885
-1.007536,-1.323719,9.532802,-6.996820,2.548094,-9.711032,-9.586544,5.110575,-8.149094,-9.861839
5.750377,-5.171999,-3.451383,-7.421271,1.701426,-3.711749,-9.904492,-7.810323,9.070566,-5.699796
8.841811,-0.254976,-2.232604,4.724288,7.032318,2.728280,3.074964,-0.293182,4.968682,-0.321981
-9.623666,5.101025,8.252608,2.205164,-8.224335,4.225531,9.812985,-1.269710,-7.359701,0.509383
0.723139,4.000872,-3.210258,-3.484078,-1.244588,7.028448,-2.241086,-9.897363,-9.280681,-4.286147
-3.903295,2.444673,6.376648,-9.530559,-7.412855,4.358166,6.369655,8.045639,-0.604286,-2.621663
4.741055,2.724838,6.249480,-9.062575,3.809427,5.062147,-0.256414,6.952890,7.342441,-5.761797
-4.014438,9.306606,-3.809183,-1.038984,5.427742,-2.948563,-1.741257,-0.917231,-7.037809,3.515383
-6.711066,1.123510,-6.655786,-8.559627,2.176340,-2.728860,-4.616513,9.440586,-7.671271,7.151899
2.552396,4.977151,6.235906,7.537137,-5.561183,4.541061,-1.619357,-5.552007,-4.611645,7.519973
1.108770,-0.062939,-3.094574,-6.960880,-4.645340,6.520516,-5.747073,0.495552,3.519967,5.992965
-9.530125,5.565779,1.913582,-1.720484,-0.760349,-2.745228,-3.831798,1.459219,-5.754225,1.460845
-0.747775,-4.966380,2.187855,-7.120187,-9.819399,-6.419627,7.349903,-6.002180,8.907100,3.277766
-4.997727,6.389756,-5.444817,2.462705,-5.891914,7.277932,0.210669,8.837983,-5.683917,-4.480548
-8.397044,3.458316,3.732748,-7.326592,6.506555,3.964900,-2.589378,-1.252423,-5.299242,-1.590740
-8.247612,4.327039,-5.882657,-1.811701,8.023950,-4.417091,9.570207,-0.428212,0.718974,-1.024159
-7.868859,-6.109719,-3.157717,7.889731,-8.679291,-1.656617,2.637761,-1.550673,-1.887405,2.074025
3.535099,5.397234,9.438028,1.214647,1.986467,-9.933184,0.360307,-7.026077,-8.082284,9.750715
7.107785,-3.890790,4.950299,1.776648,-4.580435,1.161435,-5.155387,6.953124,-2.824428,5.096533
6.726139,6.390703,-4.824927,9.077656,5.441069,-9.450805,-1.346775,-3.609034,-2.954055,-8.056263
8.635392,2.587260,6.867595,-5.723307,-7.517965,-5.938251,4.908415,1.352772,-7.754134,8.961429
-5.726181,7.922181,-7.358695,0.482769,3.803375,-1.512703,8.896792,5.004594,-1.313158,-5.821449
-5.403089,-1.090156,-9.440562,-4.353824,1.458799,0.024350,-3.368075,6.765643,-0.648691,8.847131
-4.547638,2.579248,3.427626,-9.287306,-6.526243,3.721789,6.271416,5.462713,-8.135485,7.536837
-9.424792,4.940156,0.241452,-0.474296,-5.241319,1.046715,6.602973,3.344197,9.534810,5.566534
1.526689,-9.219219,-1.129978,9.715734,-5.763500,-8.641050,-4.570616,-0.240482,-3.323323,-2.548756
3.765793,2.850926,-7.496561,-0.054750,7.089919,5.060020,-9.333633,-9.658450,-9.282986,8.697574
5.551349,-1.625030,7.766821,0.600805,-0.151385,2.518523,9.320559,-0.352224,-9.608146,9.208755
0.685923,1.200396,0.725751,8.386072,1.741119,1.960457,8.440930,-8.319171,-6.762131,9.025819
-4.687147,5.870087,-4.162222,2.485211,-9.832003,9.021614,8.510264,-3.225895,-7.634835,-6.728439
7.063010,-6.431843,-4.271574,4.269912,2.183104,5.515828,3.513265,2.346984,-1.974508,-3.894971
9.382629,-7.392395,9.715214,1.828434,-3.598908,4.813198,-9.198397,2.253286,7.645011,3.938513
7.359443,2.610730,-4.943710,3.978631,6.764870,3.288028,-5.396168,-6.231370,-2.312848,8.454025
6.207747,1.661249,-7.956835,-1.921247,0.858405,8.977016,9.190555,6.436418,3.562625,-1.255076
-6.764259,-6.508490,0.627760,9.073655,7.455872,-0.795730,9.551754,-7.056508,8.555394,-6.066031
2.240149,5.320081,-6.998535,-2.358983,0.267709,8.105074,6.552364,9.154342,0.908188,4.051446
-3.007632,-2.393498,-3.699799,1.339393,4.013838,-0.756048,8.730822,-9.095795,3.104193,-0.867871
-8.893395,-8.771015,4.656118,-7.171436,1.637417,2.126062,-6.211137,8.094681,-2.393253,9.716741
3.142634,-4.987354,-8.325297,3.166406,3.178776,4.892620,6.135023,0.351981,0.914869,7.676310
-2.195700,-0.371751,2.011580,-8.385348,5.810929,2.898801,4.587898,3.221572,2.361784,6.479714
5.756423,-6.339328,5.091906,6.134660,1.698909,-4.422197,-8.829902,-0.473452,-4.733458,-8.504848
1.368438,2.712234,-0.906671,-8.342197,-3.272429,7.791689,-5.106832,-6.831602,8.118397,-5.884996
7.575891,-5.357177,0.073390,1.052738,6.488905,3.125308,1.151375,7.416874,8.859475,9.875577
0.790757,6.440766,-7.865444,-5.993173,2.987106,-1.655782,1.201960,6.893762,-3.158170,-5.847200
