-0.421539,0.769795,0.605306,0.193335,-0.186396,-0.832773,-0.373299,0.485913,-0.789867,-0.313979,0.471622,-0.953633,0.061077,-0.412044,-0.629403,-0.926021,0.534466,0.009813
-0.320894,0.693288,0.505602,-0.932607,0.19475,0.818511,0.234258,-0.64768,-0.052227,-0.089563,0.494878,-0.429588,0.871096,-0.754263,-0.092114,-0.31416,0.272643,-0.523915
0.49168,-0.521082,0.246391,0.005577,-0.794248,-0.216021,-0.584881,-0.238176,0.724539,0.6915,0.788741,-0.869917,-0.932855,-0.560664,0.823858,-0.214292,-0.872325,0.140339
-0.280744,0.903494,0.967287,0.395388,0.806829,0.204917,0.227239,-0.604344,0.36631,-0.820382,0.510275,0.917254,0.093804,0.117452,0.700003,0.437538,0.060417,-0.316724
-0.292588,-0.709973,-0.941071,0.010442,0.413837,0.061339,0.518116,-0.627709,0.484932,0.240059,-0.20536,-0.671409,0.294781,-0.330977,0.200084,0.659678,0.092467,0.066066
0.669521,-0.173587,0.815813,0.313415,-0.257528,0.523795,-0.674245,-0.685718,-0.597139,-0.497461,-0.228078,-0.132829,0.192009,-0.852283,0.383133,0.044654,0.026238,-0.780602
0.578678,-0.094107,0.20096,0.293447,0.539776,-0.926773,0.053934,-0.081113,-0.368069,0.933767,0.591951,0.650895,0.681866,0.032985,0.079233,0.472441,-0.608701,-0.208648
-0.492199,0.17839,0.511802,-0.251486,-0.916408,0.916689,0.102052,-0.801485,-0.280496,-0.616967,-0.638293,-0.46728,-0.272143,0.98349,0.790586,0.344696,-0.204035,-0.500873
0.381209,-0.795904,0.506198,0.869334,-0.875165,0.603542,-0.614191,0.551502,0.429997,0.850185,-0.609536,-0.371252,-0.607539,-0.991462,-0.446573,-0.896913,0.982989,0.018116
0.448985,0.48958,-0.349507,0.284161,0.748391,0.656364,0.126629,-0.966892,0.255094,0.927249,-0.31039,-0.06242,-0.928062,-0.251169,-0.870222,0.131669,0.676767,0.942702
-0.189068,0.886203,-0.4328,-0.049741,-0.177365,0.912502,-0.861049,0.861992,-0.86745,-0.057527,0.474522,-0.647622,0.890642,-0.655171,-0.838626,-0.772368,-0.878128,-0.636717
