-1.002904,0.465707,-0.693161
-1.476202,-1.526035,0.80591
-0.895582,-1.863735,0.598637
26.091887,27.463716,30.581283
-0.827598,0.002203,-0.52341
0.183717,1.12514,0.065761
1.236908,1.335812,1.096949
0.4481,-0.447745,-0.349081
0.686967,0.933447,0.010611
-0.243319,0.248681,-0.291034
-1.891173,0.482024,-0.736512
29.465294,29.969819,31.528399
0.448939,-0.919883,0.265614
0.50369,0.101948,-0.331993
0.587081,-2.377178,0.177202
-0.347995,1.005393,0.808972
0.146659,-0.7297,0.297113
-1.872642,-0.362113,-0.382317
0.00227,-1.150125,-1.482382
-0.783465,-0.68157,0.721129
