-41.570430,83.408498,-82.330810
-11.213365,-64.645924,55.013875
72.480464,45.530645,-46.958684
-60.859413,-49.913618,80.283904
13.470260,16.308020,93.915327
83.672681,-75.088644,35.475295
51.791306,-58.533626,61.673270
27.973076,-3.647645,56.260889
-69.431150,-76.991396,-15.744998
55.280892,-73.233065,-71.461012
54.333629,-65.015007,-80.303077
6.788631,-99.494093,43.760945
59.392094,-4.763807,31.742087
34.188394,56.771026,70.804313
6.329944,44.399337,-51.251733
47.927561,66.542899,-21.126236
-13.992182,-80.735863,57.343442
-93.196447,-10.542294,-91.764584
-4.107714,31.310018,26.865377
25.107459,70.425758,53.922120
74.450751,-11.516960,38.904211
57.448922,-59.140945,-45.890797
-54.488283,-44.696900,92.534206
-12.581977,-52.208100,-86.548055
20.623951,94.788559,-6.310356
-95.009810,57.627554,31.562126
72.069059,-31.229913,-23.960476
0.759988,15.468502,82.259159
-72.136841,76.091616,2.725368
-76.080970,34.279538,30.768303
-61.337598,-14.804528,87.348565
-0.528624,48.666661,46.042837
-71.279017,-79.302466,90.724276
-95.022566,-71.761726,20.941380
-47.923347,-8.117101,-1.225809
60.645621,61.916425,82.711305
53.897950,-36.034109,81.239178
-56.902990,-53.068960,14.169499
-87.631031,-72.296904,53.657749
-61.394460,-59.574337,-97.938947
80.464002,-76.005175,-25.702523
-73.535707,43.485586,26.830950
-37.301997,-37.119636,-4.014022
-98.809332,-78.705165,13.540366
24.447721,45.950686,77.442890
-36.469618,-30.330096,0.296073
75.556897,81.436283,-92.633815
-12.085227,-89.523858,3.866765
-70.106944,-52.822023,-99.051065
-1.034370,-54.231739,-65.823487
-84.682430,39.044220,-58.380232
47.256652,64.823061,-44.748030
9.336679,-20.699645,-85.440589
62.952699,-13.526942,12.595268
-47.931805,76.238798,44.248796
97.668045,-88.928557,8.545478
63.205336,62.149270,54.336692
-63.235337,-44.770588,-50.686888
-58.671052,-68.401181,-53.086353
5.780033,-91.797101,62.181785
