33.610589,-19.387656,48.562143,-18.282736,-69.421378,-69.552992,-99.16123,-10.803802,-40.867324,26.735457,-1567.044452
-74.701233,-10.650231,16.737115,-82.971894,-41.165688,-17.015311,-79.82873,59.286171,-94.623951,55.613436,-1054.591173
42.331072,69.339795,80.476103,38.813151,64.407431,70.11918,-74.506388,-22.949801,-87.383166,-83.523474,-995.382548
65.102832,-27.38405,-3.932459,9.745803,-46.990968,-74.8406,97.703889,-90.654318,-29.115356,-78.549207,-1724.315468
22.882437,39.339659,-32.506694,-60.285379,84.202163,74.492448,79.807706,-92.496586,86.152294,92.922196,2165.13952
4.349457,-98.292182,-27.567695,-31.021704,-23.30128,32.99096,-92.443763,73.957404,50.338175,-73.520762,-644.196602
-75.718521,85.360506,-49.855179,27.160129,-83.074911,-1.038954,2.222755,-36.588518,-55.637539,-42.332396,-1557.741479
-35.634416,12.811811,6.357905,79.62092,97.572151,39.608349,-17.513422,26.647568,25.920093,29.59917,1683.916577
28.095107,-75.187735,-99.483628,23.501802,-84.900171,-70.74901,-7.101295,-15.302521,24.407187,8.666433,-1030.519174
-82.777822,-37.70343,0.994276,-7.232364,-63.736487,49.600003,70.054596,46.326794,91.736892,33.23784,1824.793225
15.77984,-0.128068,-83.632929,-87.39444,-15.114247,-46.443662,10.747042,62.210784,5.974265,31.554099,14.038891
-57.459417,35.610767,11.137944,63.129776,-73.752372,-16.599593,-12.254328,19.693419,-43.841288,-87.090502,-1351.373921
-64.013403,98.624926,48.465484,-34.706464,-82.560751,47.373984,-85.250186,62.187182,-4.255855,-0.102679,-116.336137
29.905873,-27.329051,-79.201918,-28.908002,-80.141533,-29.168832,-40.082074,39.064399,25.24584,-32.708153,-1010.638944
30.687311,-64.031975,68.622723,59.559719,66.474285,62.191026,-55.179839,32.219528,43.159786,30.201683,1625.200242
37.41511,-41.557489,63.721174,25.080965,11.196188,-39.851427,44.061847,84.320676,-94.552068,9.003957,295.729187
3.863026,-34.991163,92.230455,18.208571,-94.502571,-38.623562,22.113806,47.163151,23.00684,96.962999,1298.945522
97.712872,-2.806751,81.301552,-27.917346,-3.208568,60.608807,39.619047,-68.180294,-93.73832,-91.66091,-1445.418359
79.553807,-40.840503,14.368559,17.558777,90.648565,34.999595,80.099462,-24.367357,77.526243,-8.361891,1765.328636
-28.302771,-45.368625,-85.694927,-43.53649,-36.467493,45.095229,97.249441,67.801896,21.767339,-47.991314,488.117313
-59.470683,48.435522,-17.962934,-77.553858,-36.593613,-60.793911,-15.101157,-2.969721,-0.202982,37.062242,-624.105689
-83.358511,-72.743613,15.56942,69.204371,-32.428036,-97.230089,-60.942559,-1.623668,29.629303,52.940307,-283.361167
-44.940479,41.258806,-81.0747,-4.621961,40.603806,-77.620437,81.938858,2.886253,-28.414649,-10.813186,-243.040074
87.122579,-4.799101,-2.269555,-60.480945,-51.353293,21.25117,8.752213,-9.275341,7.576943,42.887416,194.661897
66.592953,46.625039,-56.017675,19.371792,72.793451,75.876958,-89.184458,-74.500281,4.730956,50.216063,223.951957
-76.037167,-11.946327,56.775563,-95.747307,19.133232,-50.018604,-50.799823,91.117108,37.540591,-9.495938,110.206218
-26.26759,-91.890582,1.027387,74.294339,-65.640862,34.121304,-82.159419,26.515523,49.416666,48.056511,540.057632
-73.518954,-23.516404,-82.431967,-34.346158,48.219379,-3.262494,52.036174,43.760797,11.377129,-72.12851,-177.261709
36.529491,-51.779943,-78.981722,14.836319,-7.69132,-91.563244,-79.295021,25.541418,71.132443,-21.030912,-742.317285
23.630631,38.40633,1.544957,85.257857,67.940234,34.378837,-6.016364,47.527059,32.499022,-68.804909,945.627814
-55.819471,12.526821,-18.422535,-46.690495,27.338419,-75.890944,35.209481,68.419877,37.380748,-17.879413,371.009002
-76.986713,38.13553,60.591107,54.030863,15.44817,94.276492,-39.550587,-95.231378,-27.107536,82.121446,589.622425
19.450859,-34.033605,2.113555,43.838829,-59.90171,84.424619,-28.227387,-69.042367,16.753322,-31.996945,-568.001403
-78.634332,-84.939601,39.524131,23.436445,-49.753403,59.061937,48.715829,-83.968887,85.823801,15.109254,673.175702
52.633335,-53.082424,-66.903779,-22.626111,-49.724222,30.703586,-23.168885,-86.904169,-33.294845,52.059075,-1034.62529
-2.461327,-3.91703,-96.355357,-81.306677,21.147049,-54.407046,-83.032411,-41.672863,72.364996,-45.987349,-1557.493504
-71.006167,-46.085648,-75.621055,-6.986587,-11.996339,-90.098353,-66.836329,-4.571932,-89.913512,-48.213939,-2803.349546
57.302165,79.379235,-45.01988,-77.659628,29.21928,-57.446363,62.965985,-67.917078,-54.943623,82.641386,-187.872771
26.335842,91.079917,-36.256943,-17.784332,-27.605558,26.052272,-2.290754,-59.72563,-4.729146,-38.817479,-866.704061
-41.207832,-5.271287,44.587937,-61.443478,-57.913373,-68.890799,13.070761,-96.161958,32.697173,-10.461778,-1343.815726
-69.711086,18.157934,-96.149319,96.301075,-91.962325,-62.499275,71.689635,82.501382,11.377654,62.13633,1125.154537
93.197436,-36.039015,-11.133894,71.587098,58.499343,87.795673,-24.667333,-6.726873,32.962394,-33.483737,839.67473
53.320274,62.997088,-43.626525,19.794726,-54.32491,-84.452581,4.165838,28.953591,-19.281658,71.000207,157.530485
-61.36223,-33.899209,49.913409,66.071943,13.353112,49.503455,99.415452,-70.914149,-87.616175,-3.262274,-32.919702
9.680213,-78.537857,-23.266776,-79.315602,-26.673392,-81.594348,-15.392227,75.406221,42.368525,82.504858,555.478199
-82.712953,39.132918,-9.851257,42.579966,-53.29965,43.642585,-99.88594,-79.602929,71.95981,-94.029761,-1486.008096
