26,-9,37,-52,40,53,-10,-70,1,-23,-26,-5,-95,-52,43,44,23,-21,-22,73,1,
-25,39,82,98,33,50,-51,-71,69,0,84,10,66,1,-87,3,7,48,89,59,-1,
27,-7,34,-48,43,54,-8,-66,1,-22,-23,-4,-89,-48,37,47,24,-21,-17,76,1,
-25,36,84,91,38,51,-53,-72,68,-8,82,5,67,0,-89,0,7,40,84,53,-1,
25,-3,38,-52,42,54,-11,-64,3,-21,-25,-2,-89,-47,36,44,25,-21,-21,73,1,
-31,40,78,93,37,52,-52,-74,72,-7,81,10,64,2,-87,-1,7,39,88,54,-1,
29,-6,35,-51,42,54,-9,-68,0,-21,-25,-6,-93,-45,37,48,23,-19,-14,74,1,
-25,38,87,90,35,57,-51,-69,71,-3,82,12,66,7,-91,1,5,41,87,55,-1,
29,-12,43,-52,41,55,-9,-69,5,-21,-22,-3,-95,-47,40,47,21,-17,-23,75,1,
-25,39,80,90,40,55,-54,-73,68,-1,81,10,64,9,-91,1,7,43,89,57,-1,
-29,38,84,83,34,55,-57,-70,63,-2,81,9,65,1,-93,0,3,43,84,57,-1,
-32,41,79,102,35,54,-52,-70,68,-5,86,11,63,6,-86,2,8,45,87,54,-1,
-26,42,80,90,39,55,-47,-73,71,-7,87,11,66,7,-89,2,6,46,88,58,-1,
29,-10,30,-51,41,56,-7,-65,7,-17,-19,-4,-93,-43,41,48,24,-17,-21,81,1,
-30,42,75,90,38,53,-53,-73,69,-3,81,11,67,4,-90,0,3,48,85,56,-1,
-33,42,78,93,35,53,-51,-73,73,-6,85,10,67,3,-86,-1,7,40,89,54,-1,
32,-9,39,-50,41,53,-8,-66,3,-23,-21,-5,-96,-50,40,49,23,-18,-13,75,1,
-31,38,83,88,33,50,-56,-73,69,-7,83,9,65,0,-88,0,3,45,86,55,-1,
-25,38,79,94,37,53,-52,-72,68,-4,83,7,64,4,-88,0,5,47,87,52,-1,
31,-11,35,-54,39,55,-10,-68,9,-23,-23,-7,-93,-47,38,46,20,-19,-23,78,1,
-28,40,81,94,35,54,-52,-73,69,-5,82,8,63,3,-92,-1,8,42,85,55,-1,
-29,40,81,94,37,57,-51,-70,71,-3,83,9,67,9,-90,1,4,42,87,55,-1,
23,-13,32,-53,39,51,-10,-69,5,-25,-27,-6,-93,-52,35,43,21,-23,-24,71,1,
27,-15,33,-55,40,54,-9,-69,3,-20,-21,-7,-96,-49,34,47,23,-20,-16,71,1,
-25,40,81,96,38,60,-52,-71,68,-3,82,10,66,5,-91,-2,7,41,87,56,-1,
-28,39,81,86,36,51,-54,-75,67,-5,81,8,64,2,-90,0,4,41,84,55,-1,
-30,38,83,91,38,55,-57,-72,67,-4,80,9,62,5,-90,0,5,43,84,59,-1,
30,-12,34,-55,39,55,-12,-70,3,-21,-23,-7,-94,-53,37,47,20,-20,-18,75,1,
30,-9,37,-53,39,55,-10,-72,1,-18,-25,-8,-89,-51,40,45,20,-19,-19,72,1,
-25,38,78,93,39,55,-53,-73,70,-3,83,8,67,4,-86,-1,6,46,87,56,-1,
-33,42,83,90,34,55,-52,-73,66,-5,85,10,63,0,-88,-1,6,47,84,62,-1,
26,-8,35,-52,41,55,-8,-70,2,-17,-23,-5,-89,-47,41,45,24,-21,-21,77,1,
26,-9,38,-53,40,49,-10,-63,0,-21,-25,-4,-95,-48,35,43,24,-21,-21,72,1,
29,-6,36,-48,41,55,-9,-65,8,-21,-20,-4,-91,-45,38,46,22,-17,-21,75,1,
-25,37,84,91,34,50,-52,-72,68,-2,82,9,64,5,-91,2,6,43,86,53,-1,
29,-8,38,-49,42,56,-7,-70,4,-18,-15,-4,-94,-47,41,48,23,-18,-19,73,1,
