1,-68,96,32,16,44,5,46,-92,-87,35,75,-53,-91,78,-96,64,-81,-15,76,1,
-9,-25,-71,25,-80,97,74,37,64,60,-36,4,-39,-80,100,-48,-94,10,-49,-30,-1,
-8,-71,95,29,14,39,12,45,-93,-89,37,74,-51,-94,73,-96,65,-81,-16,77,1,
-14,-19,-75,25,-79,97,81,36,69,58,-32,9,-36,-74,100,-43,-96,8,-45,-28,-1,
-7,-67,96,22,13,39,9,46,-94,-91,40,79,-55,-95,74,-98,59,-83,-18,74,1,
-9,-67,97,28,18,39,9,51,-93,-87,40,79,-52,-93,74,-94,70,-82,-15,79,1,
-3,-68,94,27,12,40,6,46,-93,-90,30,77,-56,-94,76,-98,62,-83,-18,75,1,
-2,-72,91,25,13,38,9,46,-97,-88,36,74,-54,-100,73,-98,67,-81,-18,73,1,
-12,-25,-72,23,-82,94,76,36,66,61,-33,6,-41,-74,98,-53,-92,11,-43,-28,-1,
-2,-69,91,30,14,46,9,47,-93,-89,38,74,-50,-95,75,-92,63,-81,-15,83,1,
-9,-23,-73,26,-79,94,77,40,64,59,-34,3,-43,-77,95,-49,-92,12,-45,-30,-1,
-5,-67,96,28,17,37,13,47,-93,-82,38,79,-52,-97,77,-93,65,-81,-16,77,1,
-9,-69,101,25,20,41,9,51,-94,-88,39,79,-52,-91,72,-97,69,-82,-14,81,1,
-5,-69,92,26,16,37,7,49,-94,-90,38,78,-56,-95,73,-95,60,-83,-17,81,1,
-5,-73,97,29,14,42,11,43,-94,-89,34,70,-52,-99,78,-97,68,-82,-18,79,1,
-11,-22,-70,21,-84,98,80,34,67,61,-34,5,-36,-77,104,-46,-95,10,-48,-29,-1,
0,-72,92,29,14,37,7,51,-92,-87,38,80,-53,-97,73,-95,63,-80,-18,79,1,
-11,-23,-72,20,-81,98,76,30,69,62,-33,8,-36,-76,103,-49,-93,9,-49,-29,-1,
-5,-69,95,26,14,43,7,42,-95,-93,35,71,-55,-96,72,-96,60,-85,-18,76,1,
2,-68,98,33,17,41,6,49,-91,-86,39,76,-52,-92,77,-93,66,-79,-14,75,1,
-3,-68,97,27,15,42,12,44,-93,-91,37,76,-53,-95,75,-97,64,-82,-15,73,1,
-13,-26,-70,22,-81,98,78,30,68,61,-31,6,-40,-76,100,-43,-93,9,-42,-30,-1,
-14,-21,-73,23,-80,96,80,32,67,59,-35,3,-39,-80,102,-47,-96,10,-47,-30,-1,
0,-71,99,26,16,42,11,45,-94,-92,38,74,-51,-95,77,-98,69,-82,-16,73,1,
-1,-71,95,27,16,39,8,48,-92,-91,38,75,-54,-93,70,-95,64,-81,-16,81,1,
-13,-26,-76,19,-85,93,71,38,66,60,-38,7,-44,-77,95,-52,-96,9,-49,-32,-1,
-9,-65,98,25,16,38,14,47,-92,-85,37,78,-51,-93,74,-94,61,-81,-13,78,1,
-5,-23,-69,21,-83,102,79,38,68,64,-35,8,-38,-75,101,-45,-94,12,-43,-28,-1,
-3,-69,95,30,13,41,9,46,-93,-92,39,72,-55,-94,77,-96,60,-81,-15,78,1,
-3,-69,98,29,17,40,7,47,-94,-88,43,78,-54,-95,74,-94,63,-80,-12,81,1,
-18,-26,-72,23,-83,96,79,33,66,59,-33,5,-39,-77,102,-50,-95,10,-48,-28,-1,
-10,-26,-72,22,-83,96,78,33,66,59,-35,5,-40,-79,104,-50,-94,10,-46,-31,-1,
-3,-68,98,25,16,41,7,44,-92,-88,37,77,-54,-97,77,-98,61,-82,-15,79,1,
-12,-26,-67,23,-83,95,77,30,65,61,-38,5,-45,-77,96,-47,-91,12,-49,-30,-1,
-11,-22,-70,21,-83,95,77,33,67,59,-37,9,-42,-78,100,-51,-92,10,-48,-29,-1,
-12,-22,-70,19,-82,96,78,35,67,58,-33,6,-42,-76,105,-47,-91,12,-47,-29,-1,
-15,-23,-73,21,-82,93,76,33,65,57,-37,7,-44,-78,98,-50,-92,9,-47,-29,-1,
0,-69,95,25,15,39,6,48,-95,-90,41,75,-54,-96,72,-95,59,-82,-19,76,1,
-15,-23,-75,19,-84,98,77,35,67,58,-32,5,-41,-78,100,-46,-97,11,-45,-28,-1,
-2,-72,95,29,15,39,10,46,-94,-87,36,73,-53,-94,71,-97,58,-80,-18,78,1,
-9,-32,-74,20,-85,96,77,32,66,58,-35,4,-42,-78,98,-46,-96,10,-45,-31,-1,
-9,-24,-74,22,-82,98,80,33,68,60,-37,8,-37,-76,97,-46,-92,8,-47,-28,-1,
-9,-21,-72,20,-85,98,76,34,68,58,-33,8,-41,-73,100,-48,-89,10,-42,-29,-1,
-5,-67,93,28,13,40,9,45,-94,-89,35,76,-55,-94,74,-94,62,-83,-18,76,1,
-6,-70,90,26,14,41,7,47,-94,-88,40,74,-51,-96,73,-95,63,-80,-15,82,1,
-4,-72,98,20,16,40,9,45,-95,-90,36,76,-55,-98,75,-98,61,-84,-16,75,1,
-4,-70,96,29,13,42,11,47,-93,-84,39,76,-54,-95,79,-95,64,-80,-16,80,1,
-14,-20,-72,17,-80,96,75,33,69,62,-36,10,-43,-73,94,-44,-96,9,-46,-29,-1,
-13,-22,-75,25,-73,94,80,32,66,61,-35,6,-40,-77,100,-45,-94,9,-50,-29,-1,
-5,-26,-68,22,-84,97,77,37,65,59,-32,5,-39,-75,99,-48,-95,12,-49,-29,-1,
-4,-69,92,31,12,42,6,44,-91,-89,35,72,-49,-94,73,-94,64,-81,-19,79,1,
-16,-26,-71,19,-84,99,75,36,67,61,-35,6,-41,-79,100,-49,-94,11,-44,-30,-1,
-4,-65,94,29,14,41,3,48,-90,-84,37,78,-51,-93,79,-95,63,-81,-14,73,1,
-3,-72,100,27,16,41,9,50,-92,-86,38,78,-52,-92,76,-94,65,-80,-16,84,1,
-6,-25,-80,24,-82,96,80,36,65,58,-37,6,-42,-75,96,-49,-96,10,-46,-29,-1,
-19,-21,-77,22,-82,95,83,34,66,57,-34,6,-40,-76,99,-50,-96,7,-47,-30,-1,
-4,-70,96,30,15,43,9,46,-96,-89,38,70,-55,-91,72,-95,64,-81,-15,79,1,
-10,-22,-67,19,-84,98,77,26,68,60,-33,8,-43,-73,104,-43,-92,11,-43,-29,-1,
-13,-22,-77,23,-81,96,80,36,68,58,-33,5,-39,-80,99,-48,-93,10,-45,-31,-1,
-14,-22,-77,21,-79,96,74,32,69,57,-36,6,-37,-81,95,-47,-94,5,-46,-30,-1,
-5,-73,93,27,17,43,11,47,-90,-93,41,76,-52,-91,74,-96,70,-82,-13,81,1,
-1,-71,94,30,16,44,8,48,-92,-85,40,79,-52,-95,77,-95,70,-79,-11,79,1,
1,-66,96,30,16,41,9,49,-91,-84,40,78,-52,-94,78,-92,62,-80,-16,80,1,
-3,-69,93,27,15,42,4,47,-93,-92,36,75,-51,-96,73,-94,61,-81,-15,79,1,
-4,-67,95,30,15,40,15,45,-93,-85,39,77,-52,-94,77,-95,69,-80,-14,76,1,
-4,-67,97,30,17,41,13,47,-93,-85,32,78,-51,-95,76,-95,64,-82,-14,78,1,
-8,-25,-70,16,-83,95,77,35,66,58,-35,5,-39,-75,99,-47,-93,10,-47,-27,-1,
1,-72,95,27,17,43,4,49,-90,-91,35,78,-53,-93,73,-96,63,-81,-14,79,1,
-8,-30,-72,27,-84,96,81,38,65,63,-36,8,-43,-76,99,-46,-92,12,-44,-30,-1,
-4,-67,94,34,13,43,12,45,-92,-86,40,76,-53,-92,77,-94,63,-80,-15,77,1,
-10,-24,-72,22,-81,94,74,33,67,61,-34,6,-41,-75,100,-46,-98,11,-48,-31,-1,
-2,-67,97,28,11,41,9,45,-92,-89,40,74,-51,-93,75,-95,62,-78,-16,78,1,
-8,-21,-71,26,-80,98,82,35,66,61,-34,6,-42,-72,100,-44,-91,10,-44,-29,-1,
-2,-69,98,32,18,41,11,49,-93,-85,40,82,-54,-92,76,-94,68,-79,-12,77,1,
-9,-20,-68,20,-83,96,79,38,66,57,-32,5,-46,-73,100,-44,-90,13,-44,-29,-1,
-4,-69,94,31,16,38,13,48,-93,-88,38,75,-51,-91,71,-93,60,-79,-17,81,1,
-7,-67,95,28,14,40,10,47,-92,-87,38,76,-51,-94,76,-96,69,-81,-17,80,1,
-2,-66,99,30,18,43,9,46,-91,-90,38,75,-54,-92,76,-95,68,-82,-13,78,1,
-7,-26,-73,25,-83,98,79,33,65,61,-36,4,-44,-73,96,-50,-94,14,-47,-30,-1,
0,-69,97,26,15,43,13,48,-93,-86,42,75,-54,-93,73,-93,59,-80,-15,82,1,
1,-70,95,30,17,41,11,50,-91,-84,42,77,-53,-93,76,-95,68,-79,-12,83,1,
-15,-25,-71,26,-85,95,83,32,65,60,-33,4,-43,-75,99,-52,-95,13,-46,-28,-1,
-1,-72,92,26,15,42,7,46,-94,-90,40,77,-54,-96,72,-97,67,-81,-15,74,1,
-6,-70,93,24,17,37,9,46,-94,-91,37,74,-54,-98,72,-95,60,-83,-17,80,1,
-10,-23,-73,18,-82,97,71,34,69,59,-31,4,-40,-73,93,-48,-96,12,-46,-30,-1,
0,-70,97,29,19,41,12,46,-91,-87,41,74,-52,-92,72,-92,65,-80,-14,77,1,
-12,-27,-75,24,-82,95,79,34,64,60,-39,6,-39,-80,99,-52,-90,9,-48,-27,-1,
0,-71,91,31,16,41,6,46,-92,-91,37,74,-54,-94,72,-95,58,-82,-16,79,1,
-13,-22,-74,24,-82,96,81,34,67,60,-33,6,-37,-78,100,-52,-91,7,-44,-30,-1,
-14,-24,-69,19,-82,99,78,31,69,57,-28,4,-38,-77,102,-47,-91,9,-42,-30,-1,
-11,-27,-73,22,-82,93,79,35,67,58,-37,8,-44,-79,96,-45,-92,10,-47,-30,-1,
-11,-27,-73,20,-84,98,81,32,66,59,-32,4,-40,-74,102,-49,-90,9,-47,-30,-1,
-4,-69,95,29,17,43,14,47,-92,-83,40,79,-55,-94,79,-95,64,-83,-15,78,1,
-15,-19,-72,24,-80,96,76,36,67,61,-35,5,-41,-75,96,-46,-92,9,-46,-31,-1,
-10,-21,-69,18,-81,94,75,31,66,60,-36,4,-41,-76,97,-52,-92,9,-48,-31,-1,
-5,-67,98,29,15,39,8,47,-92,-89,37,76,-54,-94,77,-95,65,-83,-18,74,1,
-1,-70,96,29,17,41,6,48,-92,-88,38,76,-54,-94,76,-96,67,-82,-19,83,1,
-4,-71,101,29,16,38,9,47,-96,-90,37,77,-55,-95,74,-98,64,-81,-17,71,1,
-2,-70,96,30,15,39,9,47,-92,-87,42,74,-54,-94,74,-95,57,-81,-17,81,1,
-14,-24,-71,23,-81,94,74,34,65,59,-36,3,-46,-79,98,-48,-94,12,-45,-31,-1,
2,-69,99,31,14,43,13,45,-92,-86,39,74,-51,-94,76,-94,66,-79,-14,76,1,
-6,-26,-72,17,-83,97,76,37,68,58,-32,8,-40,-73,102,-49,-92,12,-46,-28,-1,
-10,-66,90,23,13,38,13,46,-96,-87,34,77,-51,-98,72,-98,63,-82,-17,74,1,
-3,-68,99,25,17,40,10,49,-94,-84,38,79,-55,-92,72,-94,63,-81,-15,77,1,
-13,-23,-73,22,-81,96,76,33,68,57,-32,5,-37,-76,96,-41,-100,10,-47,-28,-1,
-1,-70,96,33,13,42,10,45,-91,-89,42,77,-54,-92,77,-95,60,-80,-14,76,1,
-5,-69,95,29,12,40,11,47,-95,-90,45,75,-51,-95,73,-94,65,-80,-15,76,1,
-8,-69,92,28,13,41,7,47,-92,-89,35,79,-54,-95,76,-97,66,-83,-17,77,1,
-9,-25,-73,21,-83,98,78,37,66,61,-35,6,-40,-78,100,-52,-91,10,-45,-30,-1,
-12,-24,-70,24,-84,98,81,36,67,59,-35,5,-40,-75,96,-47,-95,10,-46,-30,-1,
-5,-69,96,26,13,40,4,47,-95,-88,40,75,-56,-94,74,-95,65,-80,-18,78,1,
-2,-69,97,28,13,42,10,46,-92,-88,39,74,-52,-95,75,-94,63,-81,-17,80,1,
-8,-70,95,27,14,39,12,44,-95,-86,34,76,-53,-98,77,-97,64,-82,-15,77,1,
-6,-67,96,28,15,38,9,47,-94,-89,39,72,-54,-92,71,-94,64,-81,-17,79,1,
-5,-68,92,28,16,39,13,47,-95,-93,38,82,-52,-95,73,-93,63,-79,-13,80,1,
-1,-70,97,26,17,40,9,49,-96,-88,36,76,-51,-94,72,-96,65,-79,-14,80,1,
1,-70,96,28,16,45,13,46,-91,-90,44,74,-54,-92,76,-94,61,-82,-12,76,1,
-14,-22,-70,18,-83,97,80,35,68,61,-33,9,-41,-77,100,-46,-91,9,-43,-29,-1,
-18,-20,-75,20,-83,95,77,36,67,62,-38,6,-40,-76,95,-49,-96,10,-48,-28,-1,
-2,-73,95,28,16,41,9,48,-95,-91,39,75,-53,-95,72,-96,66,-79,-15,80,1,
-13,-22,-71,19,-81,94,79,36,67,59,-34,6,-44,-76,103,-49,-91,11,-46,-30,-1,
-13,-20,-70,20,-82,99,82,36,67,61,-33,6,-40,-74,100,-46,-95,9,-41,-29,-1,
-20,-26,-72,19,-84,94,75,32,64,57,-35,6,-43,-79,102,-50,-91,8,-49,-30,-1,
-6,-69,90,29,10,38,6,47,-96,-90,40,74,-54,-96,71,-95,56,-80,-17,75,1,
2,-67,93,29,17,45,13,44,-94,-84,32,77,-53,-95,75,-99,59,-81,-12,75,1,
-9,-21,-66,25,-81,97,82,32,67,64,-33,7,-38,-73,102,-42,-94,11,-44,-28,-1,
-13,-29,-73,18,-88,96,71,37,65,58,-39,6,-42,-79,97,-47,-97,9,-49,-30,-1,
-10,-25,-70,17,-81,95,75,35,65,60,-34,7,-42,-76,101,-51,-91,9,-47,-27,-1,
-16,-20,-77,20,-84,98,72,34,67,60,-37,5,-39,-79,99,-52,-97,11,-48,-29,-1,
-3,-70,92,30,14,41,9,47,-94,-91,44,76,-52,-94,73,-95,59,-78,-11,72,1,
-17,-27,-75,20,-86,98,80,38,66,61,-33,0,-39,-76,99,-50,-98,11,-47,-32,-1,
1,-69,95,31,16,42,7,46,-92,-91,35,73,-53,-91,74,-97,62,-81,-16,78,1,
-15,-22,-72,21,-85,94,77,30,66,57,-31,5,-42,-72,99,-52,-90,10,-48,-28,-1,
-13,-20,-72,20,-83,99,79,31,68,64,-35,11,-39,-75,101,-49,-94,9,-42,-27,-1,
-5,-71,98,27,14,42,6,47,-93,-88,36,77,-51,-96,75,-99,63,-82,-16,79,1,
-11,-19,-74,26,-81,95,76,37,68,59,-33,7,-40,-78,99,-48,-91,9,-44,-30,-1,
-3,-71,99,27,18,38,2,48,-92,-93,39,75,-56,-93,73,-95,67,-82,-18,80,1,
-13,-27,-70,17,-84,95,80,30,66,58,-33,7,-43,-77,94,-48,-93,7,-43,-30,-1,
-5,-19,-74,23,-78,99,81,34,68,64,-35,9,-42,-74,97,-47,-90,11,-37,-26,-1,
0,-73,89,26,13,44,2,45,-96,-90,40,77,-56,-94,71,-95,61,-82,-15,73,1,
-12,-22,-74,19,-86,96,77,34,67,59,-34,7,-41,-75,100,-53,-96,10,-47,-31,-1,
-1,-69,100,28,19,41,11,49,-94,-89,37,78,-54,-94,75,-97,57,-82,-14,76,1,
-7,-69,93,27,17,39,6,48,-92,-86,36,72,-57,-95,77,-96,65,-83,-15,80,1,
-6,-68,97,26,15,41,3,47,-96,-86,38,77,-53,-96,72,-97,64,-81,-16,75,1,
-6,-26,-75,22,-82,100,79,34,66,63,-35,8,-43,-74,98,-45,-95,10,-41,-30,-1,
-7,-68,94,30,13,40,6,45,-92,-89,34,77,-52,-95,78,-95,59,-81,-17,78,1,
-1,-71,97,31,13,41,6,45,-93,-87,40,74,-53,-93,77,-95,63,-79,-16,76,1,
-14,-24,-73,22,-81,93,77,32,67,57,-33,8,-38,-80,103,-47,-92,7,-48,-30,-1,
-12,-26,-71,19,-80,96,79,32,68,61,-34,8,-39,-77,101,-46,-94,7,-44,-29,-1,
0,-70,97,28,17,43,6,47,-92,-90,38,79,-52,-93,74,-96,68,-80,-14,78,1,
-7,-70,95,25,15,43,11,46,-94,-90,39,76,-51,-93,72,-96,61,-82,-17,77,1,
-16,-26,-76,19,-83,92,75,28,65,58,-38,5,-44,-80,98,-47,-99,8,-50,-32,-1,
-14,-28,-77,26,-81,95,74,30,67,59,-36,9,-41,-79,98,-49,-91,9,-46,-29,-1,
0,-70,95,28,14,39,11,46,-93,-92,44,74,-54,-95,75,-95,66,-78,-13,80,1,
-13,-19,-73,22,-84,99,77,34,71,58,-31,7,-37,-75,99,-48,-94,11,-45,-28,-1,
-4,-72,95,27,11,39,8,48,-97,-84,41,79,-50,-96,69,-93,60,-80,-18,73,1,
-3,-69,99,26,14,45,6,49,-93,-86,42,76,-51,-92,76,-95,63,-80,-14,78,1,
-10,-27,-73,25,-86,95,77,36,66,58,-33,6,-39,-75,100,-47,-90,11,-47,-28,-1,
0,-69,94,30,18,42,7,48,-90,-86,37,75,-51,-93,76,-94,63,-81,-15,80,1,
-3,-68,98,32,17,40,9,50,-91,-85,41,77,-52,-91,76,-94,69,-80,-16,83,1,
-13,-28,-68,24,-86,95,80,36,63,59,-36,7,-46,-76,102,-45,-90,11,-47,-28,-1,
4,-70,93,32,14,46,12,47,-90,-90,42,70,-50,-92,75,-93,65,-80,-15,78,1,
-15,-23,-71,26,-85,96,77,36,64,62,-38,3,-41,-77,98,-50,-95,10,-50,-32,-1,
-1,-69,97,28,17,38,7,45,-93,-89,36,75,-54,-96,72,-96,60,-82,-17,76,1,
-14,-26,-71,23,-87,98,75,34,66,59,-36,6,-41,-77,99,-45,-92,10,-45,-29,-1,
-8,-23,-73,23,-82,98,75,41,66,60,-36,10,-40,-75,100,-44,-94,11,-46,-26,-1,
-1,-70,94,29,12,39,6,48,-93,-88,40,78,-57,-94,74,-95,62,-82,-20,76,1,
-5,-69,94,29,15,38,12,45,-95,-87,31,76,-54,-96,72,-96,63,-81,-17,80,1,
-13,-25,-69,17,-77,95,77,34,67,62,-33,4,-41,-77,100,-51,-89,11,-47,-29,-1,
-2,-70,98,30,16,41,10,48,-93,-87,43,75,-51,-94,75,-95,68,-79,-13,77,1,
-9,-25,-73,27,-83,97,76,37,67,61,-30,4,-38,-75,102,-50,-94,12,-46,-31,-1,
1,-73,94,28,16,41,8,48,-92,-87,38,73,-53,-96,74,-96,60,-81,-16,82,1,
-15,-23,-72,23,-85,95,80,36,66,59,-36,6,-37,-76,100,-49,-91,10,-48,-26,-1,
-7,-65,94,28,16,41,8,49,-93,-86,41,80,-50,-94,75,-94,67,-80,-15,82,1,
-12,-22,-71,17,-78,98,75,35,68,61,-31,7,-40,-76,104,-46,-93,11,-45,-27,-1,
-11,-20,-71,25,-82,97,80,34,66,60,-37,8,-44,-74,96,-48,-93,12,-45,-29,-1,
-1,-71,93,30,18,41,13,48,-93,-86,41,74,-53,-93,73,-94,63,-80,-14,80,1,
-1,-66,94,27,14,40,14,50,-93,-88,45,80,-53,-92,74,-95,66,-79,-14,75,1,
0,-68,103,29,16,41,9,51,-94,-86,41,79,-53,-95,76,-94,66,-80,-15,78,1,
1,-67,90,29,12,43,8,48,-95,-89,41,77,-50,-96,72,-95,62,-81,-14,72,1,
-16,-28,-73,20,-82,98,74,32,67,59,-37,4,-40,-76,96,-48,-92,10,-49,-31,-1,
0,-65,95,31,15,39,11,48,-92,-88,39,78,-52,-92,73,-94,61,-79,-15,81,1,
-6,-67,91,26,12,37,8,48,-93,-83,36,75,-50,-95,71,-92,65,-80,-18,79,1,
-3,-69,93,28,15,40,14,47,-94,-92,37,74,-56,-93,69,-93,61,-82,-16,79,1,
-13,-26,-69,22,-79,96,76,37,67,59,-36,8,-40,-78,99,-41,-94,8,-47,-30,-1,
-10,-27,-73,19,-82,93,79,26,66,53,-34,5,-46,-78,99,-44,-98,8,-49,-33,-1,
-13,-25,-75,24,-83,97,77,32,67,59,-36,2,-39,-78,97,-44,-95,9,-49,-31,-1,
-7,-70,95,25,14,42,3,47,-96,-90,35,76,-57,-94,73,-98,62,-84,-18,79,1,
-14,-26,-71,20,-86,95,78,36,66,57,-33,1,-40,-78,100,-50,-94,10,-47,-32,-1,
-8,-21,-71,25,-82,96,76,34,67,60,-35,6,-38,-78,100,-49,-90,8,-46,-30,-1,
-3,-69,95,27,15,40,7,46,-94,-91,39,73,-55,-93,73,-94,57,-80,-15,82,1,
-15,-24,-75,23,-82,98,75,35,70,59,-35,8,-40,-79,99,-46,-89,9,-43,-30,-1,
-4,-69,94,27,16,42,7,45,-98,-84,30,76,-49,-99,73,-98,63,-80,-13,74,1,
-7,-31,-67,17,-79,96,77,39,64,62,-33,6,-44,-77,101,-46,-94,12,-45,-28,-1,
-11,-24,-75,22,-83,97,81,33,66,59,-34,6,-41,-76,99,-46,-92,10,-48,-29,-1,
-6,-71,97,30,11,42,7,45,-94,-92,40,74,-52,-97,77,-94,59,-81,-16,74,1,
-2,-69,94,27,15,39,8,46,-92,-88,44,78,-56,-96,74,-94,61,-82,-15,75,1,
-7,-28,-68,18,-81,94,81,35,64,61,-35,7,-46,-75,98,-48,-92,9,-43,-31,-1,
-15,-21,-76,16,-82,97,79,29,68,58,-38,7,-42,-77,99,-49,-95,9,-46,-28,-1,
-4,-66,99,28,15,41,8,45,-93,-90,38,79,-51,-92,76,-94,63,-80,-15,75,1,
-9,-28,-73,26,-81,99,78,33,66,62,-33,5,-43,-74,100,-44,-94,12,-46,-31,-1,
-3,-68,93,23,11,39,5,47,-93,-91,43,74,-52,-95,71,-93,62,-80,-16,79,1,
-3,-68,99,29,16,44,10,48,-95,-83,41,72,-50,-93,76,-94,70,-81,-14,74,1,
