27,51,0,-73,21,47,64,-88,84,70,-43,96,75,-34,97,-37,-22,-49,67,79,-1,
81,77,-85,-24,-57,73,-58,56,79,14,34,-53,56,-14,26,76,-84,52,-17,-37,-1,
51,-97,88,95,79,-97,-60,-97,44,38,-84,5,-54,-4,64,-78,-73,88,-28,40,1,
-37,-31,25,-74,-59,96,74,-63,94,-58,-20,-27,53,-77,-65,-71,17,37,-60,86,-1,
80,85,-83,-26,-53,71,-56,51,80,11,36,-48,56,-16,29,72,-89,61,-16,-38,-1,
-43,-36,19,-80,-63,87,70,-75,95,-64,-26,-28,43,-85,-64,-80,10,40,-74,82,-1,
-63,-21,23,-65,-28,27,-62,-37,-65,-39,28,-6,-66,-37,94,-89,-14,50,-89,94,-1,
-42,-32,21,-78,-62,93,72,-68,87,-59,-23,-27,49,-81,-64,-77,10,38,-67,84,-1,
55,-99,99,89,81,-92,-56,-100,42,39,-80,4,-56,0,67,-78,-68,87,-28,46,1,
24,55,0,-67,20,45,63,-91,90,68,-43,96,79,-33,95,-31,-29,-48,67,78,-1,
-66,-24,24,-63,-35,24,-58,-40,-60,-37,22,-9,-68,-41,91,-93,-17,49,-91,92,-1,
-40,-39,22,-80,-69,92,69,-69,88,-71,-26,-26,46,-81,-65,-77,10,33,-68,82,-1,
79,79,-85,-23,-54,73,-56,58,79,13,35,-52,57,-13,25,74,-88,58,-19,-38,-1,
-68,-27,26,-63,-32,24,-57,-35,-64,-35,18,-9,-67,-39,95,-92,-12,51,-87,89,-1,
73,77,-84,-19,-58,72,-54,54,85,12,38,-53,55,-11,25,78,-84,59,-20,-36,-1,
79,77,-87,-22,-60,74,-52,52,77,11,36,-51,55,-17,23,74,-93,55,-14,-37,-1,
-63,-27,21,-64,-33,23,-59,-41,-59,-41,22,-11,-65,-37,93,-99,-9,49,-86,90,-1,
24,53,-1,-73,21,36,67,-97,85,64,-44,92,75,-32,90,-34,-21,-52,62,77,-1,
77,81,-81,-25,-56,70,-59,54,76,13,35,-47,59,-18,27,72,-84,54,-16,-39,-1,
78,78,-79,-25,-55,73,-55,56,81,12,40,-51,56,-11,28,73,-84,57,-13,-37,-1,
-60,-26,25,-64,-30,26,-58,-35,-64,-45,32,-14,-64,-39,94,-87,-11,49,-88,93,-1,
80,73,-88,-22,-57,70,-53,53,76,8,32,-53,53,-17,22,72,-94,56,-20,-35,-1,
-66,-31,24,-65,-33,23,-61,-36,-62,-43,22,-11,-63,-43,95,-92,-14,50,-87,89,-1,
-65,-23,20,-62,-32,22,-59,-38,-62,-40,25,-14,-63,-37,90,-90,-15,55,-90,95,-1,
-40,-29,19,-84,-60,85,74,-70,95,-63,-23,-22,43,-86,-63,-80,13,37,-71,81,-1,
-63,-26,23,-63,-28,24,-56,-34,-62,-37,22,-12,-61,-38,92,-89,-10,55,-87,93,-1,
-37,-29,22,-75,-61,93,72,-60,93,-63,-22,-19,50,-77,-66,-72,20,38,-62,93,-1,
-61,-31,23,-70,-31,28,-62,-40,-64,-42,27,-15,-67,-45,87,-90,-19,46,-95,93,-1,
53,-95,94,99,78,-94,-57,-96,47,34,-81,14,-60,-2,69,-82,-63,88,-24,45,1,
83,79,-83,-24,-53,74,-54,57,82,12,33,-49,64,-16,23,79,-91,59,-13,-39,-1,
56,-98,93,98,78,-90,-61,-93,45,37,-77,9,-56,0,67,-77,-67,89,-26,47,1,
-42,-32,20,-83,-58,89,69,-64,89,-65,-16,-30,54,-82,-68,-72,12,40,-68,88,-1,
-56,-21,24,-65,-25,33,-58,-33,-62,-36,29,-10,-57,-36,103,-92,-6,50,-82,95,-1,
54,-91,93,95,77,-89,-63,-98,48,34,-81,7,-54,0,63,-78,-71,88,-29,45,1,
55,-103,93,99,75,-91,-63,-102,49,36,-82,10,-59,-2,65,-78,-75,90,-31,43,1,
-61,-27,21,-63,-33,27,-53,-42,-66,-43,31,-13,-58,-44,97,-91,-11,49,-89,92,-1,
72,78,-87,-28,-58,67,-60,57,76,11,35,-54,57,-12,18,68,-82,52,-16,-40,-1,
79,78,-84,-22,-54,70,-53,56,81,10,39,-47,55,-16,28,74,-87,60,-16,-37,-1,
-41,-34,19,-82,-64,89,70,-64,95,-68,-22,-28,47,-82,-62,-76,14,38,-69,86,-1,
-65,-33,16,-63,-31,25,-57,-40,-67,-40,25,-13,-59,-43,94,-85,-11,49,-90,93,-1,
24,54,-3,-75,24,38,59,-91,82,71,-41,94,76,-32,94,-36,-26,-51,72,70,-1,
80,75,-79,-24,-56,75,-55,68,81,16,41,-46,55,-9,26,80,-92,61,-17,-37,-1,
-41,-36,16,-80,-59,91,71,-66,93,-65,-23,-25,52,-77,-70,-76,15,39,-69,91,-1,
78,79,-76,-23,-53,76,-53,52,80,11,36,-47,61,-18,30,74,-87,60,-14,-42,-1,
-62,-23,26,-68,-31,23,-58,-40,-61,-39,22,-13,-66,-44,93,-99,-13,48,-91,94,-1,
-37,-30,27,-81,-57,93,78,-64,96,-59,-21,-21,53,-82,-62,-75,19,39,-66,88,-1,
79,78,-84,-26,-55,68,-58,57,80,14,37,-45,52,-18,27,76,-93,63,-19,-37,-1,
-39,-30,25,-77,-58,93,74,-68,98,-60,-19,-24,53,-78,-60,-75,17,41,-67,90,-1,
21,49,-6,-69,12,44,62,-96,92,60,-44,98,71,-36,93,-33,-27,-49,69,78,-1,
58,-93,92,94,85,-90,-60,-94,43,34,-80,7,-58,0,69,-77,-67,81,-24,47,1,
-36,-31,21,-81,-61,91,74,-64,97,-67,-20,-22,52,-77,-65,-76,18,37,-67,95,-1,
81,79,-80,-18,-54,79,-54,55,80,18,37,-49,57,-13,29,78,-85,60,-19,-33,-1,
25,51,-7,-71,17,41,61,-99,83,64,-45,94,75,-32,89,-32,-27,-51,64,79,-1,
25,52,-2,-70,21,43,69,-94,88,61,-43,99,77,-30,99,-34,-19,-50,70,84,-1,
-65,-29,19,-64,-33,26,-62,-42,-63,-42,25,-14,-64,-43,91,-87,-17,47,-92,90,-1,
28,52,-2,-70,18,37,66,-94,78,67,-46,92,75,-34,96,-34,-25,-53,68,76,-1,
57,-99,93,93,82,-92,-59,-98,42,34,-85,10,-63,0,64,-80,-72,90,-29,42,1,
80,78,-80,-21,-51,70,-50,53,83,12,32,-44,57,-14,29,72,-84,60,-11,-37,-1,
-70,-23,17,-64,-33,24,-60,-41,-60,-41,22,-13,-62,-39,89,-92,-12,50,-87,93,-1,
-38,-32,23,-81,-65,88,69,-65,97,-68,-18,-26,52,-87,-61,-73,18,37,-68,95,-1,
79,77,-84,-25,-50,64,-54,53,79,13,34,-47,55,-19,24,74,-89,55,-19,-40,-1,
-35,-30,21,-76,-58,92,77,-59,95,-58,-24,-22,50,-80,-68,-71,19,43,-67,94,-1,
58,-102,95,93,72,-89,-58,-100,42,35,-78,6,-60,0,63,-81,-69,87,-31,47,1,
55,-97,95,94,80,-91,-56,-97,43,36,-79,5,-56,-3,62,-79,-67,90,-26,42,1,
-60,-28,24,-67,-32,24,-56,-40,-61,-41,24,-13,-68,-40,91,-91,-13,51,-87,93,-1,
23,49,-2,-70,24,37,61,-92,87,69,-43,92,74,-35,88,-37,-23,-45,62,75,-1,
81,80,-79,-20,-59,79,-54,56,75,14,38,-47,61,-14,28,76,-89,59,-14,-33,-1,
83,73,-80,-25,-57,75,-60,57,76,11,38,-50,53,-15,28,68,-88,61,-20,-39,-1,
-61,-30,23,-61,-38,27,-59,-38,-65,-39,24,-13,-63,-40,97,-94,-11,53,-94,91,-1,
-55,-26,25,-65,-28,27,-58,-35,-58,-40,24,-10,-58,-43,95,-89,-11,56,-87,97,-1,
74,76,-85,-26,-59,72,-56,50,79,11,30,-49,53,-12,22,73,-86,53,-12,-38,-1,
-65,-28,23,-61,-33,22,-59,-33,-66,-35,24,-14,-66,-38,92,-95,-9,50,-93,90,-1,
54,-101,94,88,77,-94,-64,-101,43,30,-85,9,-65,-2,66,-82,-72,86,-30,43,1,
-60,-30,26,-62,-30,19,-53,-40,-65,-34,26,-13,-58,-41,99,-90,-8,48,-90,93,-1,
75,76,-87,-28,-56,69,-65,56,71,15,29,-52,52,-19,22,71,-91,55,-21,-41,-1,
68,75,-88,-30,-63,72,-59,48,77,8,30,-58,52,-17,21,70,-91,51,-19,-43,-1,
56,-96,95,94,74,-91,-62,-94,38,35,-86,13,-59,0,67,-80,-70,85,-25,41,1,
55,-91,88,94,79,-91,-62,-93,50,34,-79,11,-63,-3,65,-78,-70,89,-25,44,1,
-41,-33,14,-79,-64,88,73,-71,93,-63,-34,-22,42,-81,-71,-75,11,37,-71,82,-1,
-65,-31,25,-70,-32,24,-60,-34,-62,-39,22,-10,-70,-43,94,-95,-10,47,-84,90,-1,
-65,-26,22,-64,-29,23,-64,-39,-60,-43,21,-12,-69,-35,86,-92,-16,52,-91,95,-1,
57,-99,97,92,79,-92,-57,-94,42,37,-81,7,-56,-1,65,-81,-69,85,-28,44,1,
21,51,0,-67,22,44,66,-94,92,66,-49,103,73,-35,92,-36,-24,-40,67,79,-1,
77,75,-88,-23,-57,71,-59,54,80,9,36,-53,54,-16,24,74,-88,57,-16,-40,-1,
21,53,-5,-74,18,36,62,-92,78,69,-48,92,71,-37,91,-35,-30,-48,68,71,-1,
-44,-29,20,-80,-58,92,72,-67,95,-64,-23,-22,50,-80,-66,-76,16,39,-62,87,-1,
55,-103,91,90,78,-98,-60,-102,45,31,-80,5,-61,-8,65,-79,-75,87,-27,39,1,
25,50,0,-68,22,36,69,-97,81,65,-47,95,74,-34,89,-30,-25,-47,68,81,-1,
-42,-36,20,-82,-63,85,74,-67,90,-65,-26,-26,48,-81,-62,-80,12,35,-72,87,-1,
-39,-30,20,-78,-63,91,70,-63,92,-66,-22,-27,48,-81,-69,-71,15,39,-67,87,-1,
80,80,-80,-28,-56,70,-61,53,81,11,35,-52,59,-18,27,76,-92,58,-18,-41,-1,
-62,-24,25,-65,-26,23,-56,-36,-63,-35,23,-14,-62,-41,103,-89,-11,49,-82,89,-1,
52,-95,93,92,80,-95,-60,-99,40,31,-84,9,-64,-3,71,-85,-71,87,-25,38,1,
56,-97,101,96,81,-93,-57,-94,46,37,-80,12,-56,6,68,-77,-68,88,-30,50,1,
22,49,-3,-69,19,37,63,-96,85,60,-43,95,75,-37,93,-37,-22,-52,68,75,-1,
25,51,-4,-72,19,41,63,-97,91,67,-42,97,73,-32,93,-39,-24,-47,71,74,-1,
81,76,-82,-21,-54,72,-57,58,81,11,37,-51,59,-14,28,77,-85,58,-13,-42,-1,
79,76,-83,-17,-64,74,-55,57,81,12,36,-49,57,-16,29,69,-92,61,-19,-34,-1,
52,-97,89,91,78,-94,-63,-104,43,29,-85,8,-65,-7,66,-85,-70,82,-33,41,1,
-43,-33,21,-83,-62,89,71,-68,96,-62,-27,-25,51,-85,-71,-77,16,40,-69,90,-1,
-34,-29,20,-80,-64,93,70,-62,99,-66,-21,-24,47,-85,-62,-72,16,38,-68,89,-1,
23,56,-2,-70,23,40,63,-97,89,72,-48,101,76,-32,93,-30,-24,-48,69,76,-1,
-63,-25,22,-63,-34,29,-59,-35,-62,-37,26,-13,-63,-38,97,-91,-9,48,-84,89,-1,
25,50,-6,-72,10,41,60,-97,80,62,-51,89,76,-37,89,-33,-30,-53,58,75,-1,
24,53,-6,-70,16,43,61,-97,88,65,-46,93,76,-35,91,-37,-24,-50,66,74,-1,
79,77,-84,-17,-55,73,-54,54,76,13,31,-51,59,-15,30,72,-86,57,-17,-37,-1,
78,74,-85,-25,-62,71,-58,55,79,7,34,-52,55,-13,22,75,-94,59,-20,-39,-1,
80,73,-88,-18,-60,76,-58,58,81,17,29,-53,54,-14,24,72,-91,58,-20,-37,-1,
51,-92,95,91,81,-93,-56,-92,42,37,-77,5,-53,-5,71,-81,-67,88,-23,40,1,
22,54,2,-70,21,41,68,-89,89,67,-45,97,76,-34,98,-36,-20,-46,65,78,-1,
-62,-23,28,-61,-28,30,-53,-38,-58,-38,30,-12,-60,-40,97,-90,-9,46,-86,94,-1,
23,51,-4,-72,18,42,63,-95,86,68,-45,94,75,-33,91,-37,-25,-50,63,76,-1,
-65,-28,19,-61,-35,22,-55,-41,-59,-42,26,-14,-63,-42,90,-91,-14,52,-89,89,-1,
18,54,-3,-78,16,41,62,-93,85,64,-49,95,77,-38,92,-37,-25,-48,61,72,-1,
-38,-31,22,-83,-66,90,73,-68,88,-66,-24,-28,49,-86,-66,-77,9,30,-64,84,-1,
75,73,-86,-22,-60,69,-56,54,77,8,32,-50,54,-15,20,71,-88,58,-20,-40,-1,
-35,-37,27,-80,-62,96,76,-64,90,-61,-22,-22,52,-80,-64,-76,13,38,-63,84,-1,
-38,-28,22,-77,-61,97,74,-66,96,-61,-26,-21,47,-82,-63,-74,15,41,-69,85,-1,
54,-95,94,94,80,-89,-61,-92,44,36,-79,9,-60,2,63,-76,-72,90,-28,46,1,
25,49,-1,-74,18,41,63,-94,84,66,-43,94,77,-40,92,-35,-24,-50,69,74,-1,
-38,-30,17,-78,-67,93,67,-70,93,-67,-23,-26,52,-85,-62,-76,10,35,-65,86,-1,
-37,-32,22,-82,-59,91,78,-71,101,-59,-24,-25,53,-90,-62,-81,16,35,-68,86,-1,
55,-100,94,94,79,-94,-61,-101,41,35,-82,6,-56,-2,64,-78,-68,84,-25,42,1,
-61,-32,25,-64,-28,28,-55,-36,-61,-39,31,-8,-62,-43,95,-89,-10,50,-87,97,-1,
-38,-34,19,-79,-65,89,73,-66,95,-63,-27,-24,48,-82,-69,-78,17,31,-65,87,-1,
52,-92,92,93,80,-92,-59,-95,40,33,-82,5,-55,-2,65,-78,-69,88,-26,42,1,
-39,-32,17,-80,-64,90,71,-70,91,-65,-28,-21,48,-83,-72,-72,11,34,-67,89,-1,
57,-101,92,97,80,-95,-60,-99,46,30,-84,8,-57,-1,65,-82,-73,88,-29,40,1,
-63,-27,29,-69,-27,21,-59,-36,-63,-36,22,-13,-69,-36,92,-94,-13,49,-85,91,-1,
56,-96,88,91,73,-91,-59,-98,43,35,-80,0,-61,-2,64,-84,-71,86,-28,44,1,
-58,-27,22,-64,-32,28,-58,-39,-64,-39,34,-15,-62,-44,95,-86,-19,52,-96,99,-1,
-63,-34,27,-67,-33,29,-56,-37,-63,-39,28,-8,-60,-46,101,-92,-13,48,-85,92,-1,
-63,-26,25,-66,-31,24,-62,-39,-58,-41,20,-7,-67,-40,94,-90,-16,52,-86,95,-1,
22,51,0,-77,17,37,64,-95,80,66,-45,92,75,-37,91,-37,-24,-51,67,71,-1,
80,76,-79,-26,-56,70,-56,55,82,5,32,-50,56,-12,22,70,-90,60,-18,-43,-1,
57,-97,93,92,77,-94,-60,-96,41,35,-86,8,-59,0,62,-79,-73,84,-28,45,1,
23,54,0,-71,23,37,65,-95,85,68,-40,98,75,-32,95,-36,-26,-50,70,73,-1,
-59,-25,24,-60,-29,24,-57,-39,-56,-42,32,-12,-63,-38,95,-88,-15,52,-89,98,-1,
