5.308206,9.869278,1.018934,4.292158,6.081011,6.585723,2.411094,4.767308,-3.256320,-6.029562,
7.279464,0.390664,-9.619284,3.435376,-4.769490,-4.873188,-0.118791,-5.117316,-0.418655,-0.475422,
-6.615791,-6.191542,0.402459,-9.743521,-9.990568,9.105346,1.691312,-2.605659,9.534952,-7.829027,
-4.792007,-2.491098,-2.939393,8.086467,3.773812,-9.997300,0.222378,8.995244,-5.753282,6.091060,
7.700725,-6.414918,1.684476,-8.983361,4.284580,-9.017608,0.552379,-7.705741,2.589852,0.411561,
6.991900,-1.063721,9.321163,-0.429719,-2.167696,-1.736425,-0.919139,6.980681,-0.711914,3.414347,
5.794488,-1.062261,0.955322,0.389642,3.012921,-9.953994,-3.197309,3.992421,-6.935902,8.147622,
-2.486670,6.973242,-4.047004,-5.655629,5.081786,5.533859,7.821403,2.763313,-0.454056,6.554309,
2.204855,7.839522,7.381886,1.618749,-6.566877,7.584285,-8.355983,-5.501410,-8.191205,-2.608499,
-9.948613,-8.941953,-8.106389,4.863542,5.852806,-1.659259,6.342504,-8.190106,-3.110330,-7.484658,
8.419679,2.035385,2.781505,0.905347,-5.061600,-2.773070,3.208344,-0.456719,-0.744995,7.993185,
-8.070907,-0.117846,1.568946,-4.448550,-3.729370,-0.350750,2.305738,9.115816,-3.421167,-1.175596,
-4.784983,0.553416,9.964369,4.302402,-9.326534,-6.975216,5.966879,1.929017,3.892774,-5.334605,
5.098162,-8.619502,9.405542,0.599566,-9.033353,0.043327,2.067907,0.366808,4.836366,7.664600,
-1.767608,-0.169677,4.063393,6.206826,4.869832,9.386039,-7.833361,-7.318821,-2.623006,-5.890894,
3.425525,-9.043946,-5.637489,3.313153,3.316911,-4.147963,-8.509693,4.843193,-0.616130,1.418024,
-7.514169,-6.980775,-6.434887,-0.909609,-5.938306,-2.596545,-9.121329,7.094060,-9.624907,9.145922,
-9.178206,-8.431466,-7.523252,5.240255,-9.132013,-2.482442,-9.342691,6.952526,7.586183,3.802144,
2.581481,1.586732,-6.227410,4.484667,7.727894,-1.510887,0.924366,5.248206,3.966255,-7.135585,
