-55.558252,63.051427,-27.793776
-75.622534,61.212279,-16.283311
-86.747071,-28.132241,-17.824316
-34.172101,-51.404172,14.670925
-61.506308,48.248030,-99.235341
9.746765,-89.879258,55.561778
48.896723,-32.648097,48.313603
-15.346015,9.769776,-33.483281
56.726081,-87.272631,8.724224
-1.926802,54.960580,-78.723429
45.237223,-79.764218,-47.271926
84.138339,11.547818,-92.962952
46.711824,-42.623510,-34.664673
55.813112,19.803475,4.807766
-55.474098,-72.163755,89.425736
-7.566596,-77.829218,58.630172
-76.081937,-12.089445,-44.065054
-25.888944,46.425499,-37.515164
-30.201387,-16.237217,-50.716591
-88.085869,60.136249,54.812866
